promo_id,transaction_id,product_id,store_id,date,discount_pct,promo_type
PRM0007786,TXN00038971,P011,S004,2023-08-16,0.08,Festival
PRM0007787,TXN00038972,P011,S004,2023-08-17,0.26,Festival
PRM0007788,TXN00038976,P011,S004,2023-08-21,0.33,Festival
PRM0007789,TXN00038978,P011,S004,2023-08-23,0.08,Seasonal
PRM0007790,TXN00038983,P011,S004,2023-08-28,0.17,Clearance
PRM0007791,TXN00038984,P011,S004,2023-08-29,0.23,Clearance
PRM0007792,TXN00038985,P011,S004,2023-08-30,0.19,Seasonal
PRM0007793,TXN00038988,P011,S004,2023-09-02,0.39,Clearance
PRM0007794,TXN00038990,P011,S004,2023-09-04,0.18,Festival
PRM0007795,TXN00039001,P011,S004,2023-09-15,0.14,Seasonal
PRM0007796,TXN00039009,P011,S004,2023-09-23,0.35,Flash Sale
PRM0007797,TXN00039011,P011,S004,2023-09-25,0.11,Clearance
PRM0007798,TXN00039012,P011,S004,2023-09-26,0.24,Festival
PRM0007799,TXN00039014,P011,S004,2023-09-28,0.34,Clearance
PRM0007800,TXN00039015,P011,S004,2023-09-29,0.05,Seasonal
PRM0007801,TXN00039021,P011,S004,2023-10-05,0.29,Festival
PRM0007802,TXN00039031,P011,S004,2023-10-15,0.27,Flash Sale
PRM0007803,TXN00039033,P011,S004,2023-10-17,0.08,Festival
PRM0007804,TXN00039046,P011,S004,2023-10-30,0.32,Clearance
PRM0007805,TXN00039049,P011,S004,2023-11-02,0.07,Flash Sale
PRM0007806,TXN00039052,P011,S004,2023-11-05,0.28,Clearance
PRM0007807,TXN00039053,P011,S004,2023-11-06,0.22,Clearance
PRM0007808,TXN00039056,P011,S004,2023-11-09,0.2,Festival
PRM0007809,TXN00039058,P011,S004,2023-11-11,0.31,Festival
PRM0007810,TXN00039065,P011,S004,2023-11-18,0.11,Festival
PRM0007811,TXN00039066,P011,S004,2023-11-19,0.27,Seasonal
PRM0007812,TXN00039069,P011,S004,2023-11-22,0.09,Flash Sale
PRM0007813,TXN00039075,P011,S004,2023-11-28,0.06,Clearance
PRM0007814,TXN00039084,P011,S004,2023-12-07,0.1,Clearance
PRM0007815,TXN00039086,P011,S004,2023-12-09,0.3,Clearance
PRM0007816,TXN00039087,P011,S004,2023-12-10,0.38,Seasonal
PRM0007817,TXN00039093,P011,S004,2023-12-16,0.28,Seasonal
PRM0007818,TXN00039106,P011,S004,2023-12-29,0.22,Flash Sale
PRM0007819,TXN00039112,P011,S004,2024-01-04,0.27,Festival
PRM0007820,TXN00039119,P011,S004,2024-01-11,0.09,Seasonal
PRM0007821,TXN00039122,P011,S004,2024-01-14,0.28,Clearance
PRM0007822,TXN00039130,P011,S004,2024-01-22,0.38,Festival
PRM0007823,TXN00039132,P011,S004,2024-01-24,0.24,Seasonal
PRM0007824,TXN00039138,P011,S004,2024-01-30,0.07,Clearance
PRM0007825,TXN00039139,P011,S004,2024-01-31,0.33,Seasonal
PRM0007826,TXN00039146,P011,S004,2024-02-07,0.05,Clearance
PRM0007827,TXN00039157,P011,S004,2024-02-18,0.38,Clearance
PRM0007828,TXN00039158,P011,S004,2024-02-19,0.1,Seasonal
PRM0007829,TXN00039165,P011,S004,2024-02-26,0.21,Clearance
PRM0007830,TXN00039168,P011,S004,2024-02-29,0.1,Flash Sale
PRM0007831,TXN00039173,P011,S004,2024-03-05,0.19,Seasonal
PRM0007832,TXN00039175,P011,S004,2024-03-07,0.07,Festival
PRM0007833,TXN00039183,P011,S004,2024-03-15,0.08,Clearance
PRM0007834,TXN00039184,P011,S004,2024-03-16,0.07,Flash Sale
PRM0007835,TXN00039186,P011,S004,2024-03-18,0.33,Seasonal
PRM0007836,TXN00039188,P011,S004,2024-03-20,0.38,Clearance
PRM0007837,TXN00039189,P011,S004,2024-03-21,0.39,Festival
PRM0007838,TXN00039194,P011,S004,2024-03-26,0.27,Seasonal
PRM0007839,TXN00039203,P011,S004,2024-04-04,0.23,Clearance
PRM0007840,TXN00039204,P011,S004,2024-04-05,0.23,Seasonal
PRM0007841,TXN00039205,P011,S004,2024-04-06,0.26,Clearance
PRM0007842,TXN00039212,P011,S004,2024-04-13,0.27,Seasonal
PRM0007843,TXN00039213,P011,S004,2024-04-14,0.21,Clearance
PRM0007844,TXN00039217,P011,S004,2024-04-18,0.32,Seasonal
PRM0007845,TXN00039220,P011,S004,2024-04-21,0.05,Clearance
PRM0007846,TXN00039222,P011,S004,2024-04-23,0.07,Clearance
PRM0007847,TXN00039223,P011,S004,2024-04-24,0.22,Seasonal
PRM0007848,TXN00039228,P011,S004,2024-04-29,0.31,Flash Sale
PRM0007849,TXN00039235,P011,S004,2024-05-06,0.2,Flash Sale
PRM0007850,TXN00039241,P011,S004,2024-05-12,0.32,Flash Sale
PRM0007851,TXN00039245,P011,S004,2024-05-16,0.09,Flash Sale
PRM0007852,TXN00039247,P011,S004,2024-05-18,0.06,Flash Sale
PRM0007853,TXN00039249,P011,S004,2024-05-20,0.34,Festival
PRM0007854,TXN00039259,P011,S004,2024-05-30,0.26,Festival
PRM0007855,TXN00039262,P011,S004,2024-06-02,0.35,Festival
PRM0007856,TXN00039263,P011,S004,2024-06-03,0.08,Festival
PRM0007857,TXN00039267,P011,S004,2024-06-07,0.36,Flash Sale
PRM0007858,TXN00039271,P011,S004,2024-06-11,0.27,Festival
PRM0007859,TXN00039282,P011,S004,2024-06-22,0.19,Clearance
PRM0007860,TXN00039297,P011,S004,2024-07-07,0.05,Clearance
PRM0007861,TXN00039308,P011,S004,2024-07-18,0.28,Clearance
PRM0007862,TXN00039312,P011,S004,2024-07-22,0.38,Clearance
PRM0007863,TXN00039318,P011,S004,2024-07-28,0.18,Clearance
PRM0007864,TXN00039321,P011,S004,2024-07-31,0.33,Clearance
PRM0007865,TXN00039322,P011,S004,2024-08-01,0.05,Flash Sale
PRM0007866,TXN00039330,P011,S004,2024-08-09,0.13,Seasonal
PRM0007867,TXN00039333,P011,S004,2024-08-12,0.25,Clearance
PRM0007868,TXN00039336,P011,S004,2024-08-15,0.39,Seasonal
PRM0007869,TXN00039337,P011,S004,2024-08-16,0.27,Clearance
PRM0007870,TXN00039339,P011,S004,2024-08-18,0.34,Festival
PRM0007871,TXN00039340,P011,S004,2024-08-19,0.21,Seasonal
PRM0007872,TXN00039342,P011,S004,2024-08-21,0.35,Flash Sale
PRM0007873,TXN00039346,P011,S004,2024-08-25,0.31,Clearance
PRM0007874,TXN00039348,P011,S004,2024-08-27,0.19,Festival
PRM0007875,TXN00039350,P011,S004,2024-08-29,0.12,Flash Sale
PRM0007876,TXN00039351,P011,S004,2024-08-30,0.38,Clearance
PRM0007877,TXN00039358,P011,S004,2024-09-06,0.17,Clearance
PRM0007878,TXN00039362,P011,S004,2024-09-10,0.3,Flash Sale
PRM0007879,TXN00039368,P011,S004,2024-09-16,0.25,Festival
PRM0007880,TXN00039370,P011,S004,2024-09-18,0.36,Festival
PRM0007881,TXN00039382,P011,S004,2024-09-30,0.37,Festival
PRM0007882,TXN00039389,P011,S004,2024-10-07,0.34,Clearance
PRM0007883,TXN00039414,P011,S004,2024-11-01,0.24,Festival
PRM0007884,TXN00039416,P011,S004,2024-11-03,0.39,Clearance
PRM0007885,TXN00039431,P011,S004,2024-11-18,0.21,Flash Sale
PRM0007886,TXN00039443,P011,S004,2024-11-30,0.21,Festival
PRM0007887,TXN00039446,P011,S004,2024-12-03,0.09,Clearance
PRM0007888,TXN00039451,P011,S004,2024-12-08,0.37,Seasonal
PRM0007889,TXN00039472,P011,S004,2024-12-29,0.35,Clearance
PRM0007890,TXN00039506,P011,S005,2023-02-01,0.38,Seasonal
PRM0007891,TXN00039514,P011,S005,2023-02-09,0.32,Clearance
PRM0007892,TXN00039520,P011,S005,2023-02-15,0.17,Clearance
PRM0007893,TXN00039521,P011,S005,2023-02-16,0.26,Flash Sale
PRM0007894,TXN00039523,P011,S005,2023-02-18,0.33,Festival
PRM0007895,TXN00039528,P011,S005,2023-02-23,0.21,Clearance
PRM0007896,TXN00039529,P011,S005,2023-02-24,0.34,Flash Sale
PRM0007897,TXN00039533,P011,S005,2023-02-28,0.26,Festival
PRM0007898,TXN00039554,P011,S005,2023-03-21,0.21,Festival
PRM0007899,TXN00039560,P011,S005,2023-03-27,0.4,Seasonal
PRM0007900,TXN00039561,P011,S005,2023-03-28,0.05,Festival
PRM0007901,TXN00039567,P011,S005,2023-04-03,0.25,Clearance
PRM0007902,TXN00039576,P011,S005,2023-04-12,0.09,Seasonal
PRM0007903,TXN00039578,P011,S005,2023-04-14,0.34,Flash Sale
PRM0007904,TXN00039589,P011,S005,2023-04-25,0.3,Flash Sale
PRM0007905,TXN00039598,P011,S005,2023-05-04,0.09,Festival
PRM0007906,TXN00039608,P011,S005,2023-05-14,0.32,Clearance
PRM0007907,TXN00039613,P011,S005,2023-05-19,0.27,Flash Sale
PRM0007908,TXN00039616,P011,S005,2023-05-22,0.26,Clearance
PRM0007909,TXN00039619,P011,S005,2023-05-25,0.29,Flash Sale
PRM0007910,TXN00039622,P011,S005,2023-05-28,0.28,Clearance
PRM0007911,TXN00039626,P011,S005,2023-06-01,0.4,Clearance
PRM0007912,TXN00039628,P011,S005,2023-06-03,0.29,Flash Sale
PRM0007913,TXN00039629,P011,S005,2023-06-04,0.18,Clearance
PRM0007914,TXN00039631,P011,S005,2023-06-06,0.17,Seasonal
PRM0007915,TXN00039637,P011,S005,2023-06-12,0.15,Clearance
PRM0007916,TXN00039638,P011,S005,2023-06-13,0.11,Clearance
PRM0007917,TXN00039646,P011,S005,2023-06-21,0.29,Clearance
PRM0007918,TXN00039648,P011,S005,2023-06-23,0.08,Flash Sale
PRM0007919,TXN00039649,P011,S005,2023-06-24,0.16,Clearance
PRM0007920,TXN00039651,P011,S005,2023-06-26,0.37,Flash Sale
PRM0007921,TXN00039658,P011,S005,2023-07-03,0.28,Clearance
PRM0007922,TXN00039662,P011,S005,2023-07-07,0.08,Clearance
PRM0007923,TXN00039667,P011,S005,2023-07-12,0.19,Clearance
PRM0007924,TXN00039669,P011,S005,2023-07-14,0.37,Festival
PRM0007925,TXN00039670,P011,S005,2023-07-15,0.2,Seasonal
PRM0007926,TXN00039683,P011,S005,2023-07-28,0.38,Flash Sale
PRM0007927,TXN00039684,P011,S005,2023-07-29,0.07,Flash Sale
PRM0007928,TXN00039701,P011,S005,2023-08-15,0.19,Clearance
PRM0007929,TXN00039704,P011,S005,2023-08-18,0.07,Clearance
PRM0007930,TXN00039715,P011,S005,2023-08-29,0.23,Flash Sale
PRM0007931,TXN00039721,P011,S005,2023-09-04,0.15,Clearance
PRM0007932,TXN00039723,P011,S005,2023-09-06,0.32,Clearance
PRM0007933,TXN00039724,P011,S005,2023-09-07,0.35,Seasonal
PRM0007934,TXN00039728,P011,S005,2023-09-11,0.25,Clearance
PRM0007935,TXN00039743,P011,S005,2023-09-26,0.16,Flash Sale
PRM0007936,TXN00039768,P011,S005,2023-10-21,0.38,Clearance
PRM0007937,TXN00039771,P011,S005,2023-10-24,0.22,Flash Sale
PRM0007938,TXN00039773,P011,S005,2023-10-26,0.23,Festival
PRM0007939,TXN00039775,P011,S005,2023-10-28,0.16,Clearance
PRM0007940,TXN00039778,P011,S005,2023-10-31,0.36,Flash Sale
PRM0007941,TXN00039785,P011,S005,2023-11-07,0.13,Flash Sale
PRM0007942,TXN00039786,P011,S005,2023-11-08,0.15,Festival
PRM0007943,TXN00039798,P011,S005,2023-11-20,0.29,Festival
PRM0007944,TXN00039799,P011,S005,2023-11-21,0.3,Clearance
PRM0007945,TXN00039806,P011,S005,2023-11-28,0.29,Clearance
PRM0007946,TXN00039807,P011,S005,2023-11-29,0.28,Clearance
PRM0007947,TXN00039809,P011,S005,2023-12-01,0.38,Seasonal
PRM0007948,TXN00039814,P011,S005,2023-12-06,0.33,Festival
PRM0007949,TXN00039818,P011,S005,2023-12-10,0.06,Flash Sale
PRM0007950,TXN00039819,P011,S005,2023-12-11,0.18,Seasonal
PRM0007951,TXN00039828,P011,S005,2023-12-20,0.32,Clearance
PRM0007952,TXN00039830,P011,S005,2023-12-22,0.11,Flash Sale
PRM0007953,TXN00039840,P011,S005,2024-01-01,0.37,Flash Sale
PRM0007954,TXN00039844,P011,S005,2024-01-05,0.24,Clearance
PRM0007955,TXN00039846,P011,S005,2024-01-07,0.12,Seasonal
PRM0007956,TXN00039847,P011,S005,2024-01-08,0.3,Clearance
PRM0007957,TXN00039855,P011,S005,2024-01-16,0.14,Seasonal
PRM0007958,TXN00039866,P011,S005,2024-01-27,0.34,Flash Sale
PRM0007959,TXN00039867,P011,S005,2024-01-28,0.24,Flash Sale
PRM0007960,TXN00039869,P011,S005,2024-01-30,0.39,Seasonal
PRM0007961,TXN00039871,P011,S005,2024-02-01,0.34,Flash Sale
PRM0007962,TXN00039872,P011,S005,2024-02-02,0.2,Flash Sale
PRM0007963,TXN00039874,P011,S005,2024-02-04,0.4,Flash Sale
PRM0007964,TXN00039879,P011,S005,2024-02-09,0.07,Flash Sale
PRM0007965,TXN00039893,P011,S005,2024-02-23,0.26,Flash Sale
PRM0007966,TXN00039898,P011,S005,2024-02-28,0.21,Seasonal
PRM0007967,TXN00039904,P011,S005,2024-03-05,0.08,Clearance
PRM0007968,TXN00039910,P011,S005,2024-03-11,0.13,Clearance
PRM0007969,TXN00039929,P011,S005,2024-03-30,0.31,Seasonal
PRM0007970,TXN00039932,P011,S005,2024-04-02,0.1,Festival
PRM0007971,TXN00039938,P011,S005,2024-04-08,0.16,Flash Sale
PRM0007972,TXN00039956,P011,S005,2024-04-26,0.39,Flash Sale
PRM0007973,TXN00039966,P011,S005,2024-05-06,0.06,Seasonal
PRM0007974,TXN00039975,P011,S005,2024-05-15,0.13,Clearance
PRM0007975,TXN00039977,P011,S005,2024-05-17,0.06,Flash Sale
PRM0007976,TXN00039978,P011,S005,2024-05-18,0.31,Flash Sale
PRM0007977,TXN00039988,P011,S005,2024-05-28,0.11,Seasonal
PRM0007978,TXN00039989,P011,S005,2024-05-29,0.21,Seasonal
PRM0007979,TXN00039990,P011,S005,2024-05-30,0.21,Clearance
PRM0007980,TXN00039991,P011,S005,2024-05-31,0.09,Seasonal
PRM0007981,TXN00039992,P011,S005,2024-06-01,0.33,Flash Sale
PRM0007982,TXN00039994,P011,S005,2024-06-03,0.38,Clearance
PRM0007983,TXN00039997,P011,S005,2024-06-06,0.24,Seasonal
PRM0007984,TXN00040008,P011,S005,2024-06-17,0.13,Festival
PRM0007985,TXN00040013,P011,S005,2024-06-22,0.24,Flash Sale
PRM0007986,TXN00040030,P011,S005,2024-07-09,0.31,Festival
PRM0007987,TXN00040032,P011,S005,2024-07-11,0.08,Flash Sale
PRM0007988,TXN00040034,P011,S005,2024-07-13,0.26,Clearance
PRM0007989,TXN00040038,P011,S005,2024-07-17,0.25,Seasonal
PRM0007990,TXN00040049,P011,S005,2024-07-28,0.24,Clearance
PRM0007991,TXN00040053,P011,S005,2024-08-01,0.34,Seasonal
PRM0007992,TXN00040054,P011,S005,2024-08-02,0.18,Seasonal
PRM0007993,TXN00040066,P011,S005,2024-08-14,0.33,Clearance
PRM0007994,TXN00040067,P011,S005,2024-08-15,0.36,Seasonal
PRM0007995,TXN00040073,P011,S005,2024-08-21,0.33,Flash Sale
PRM0007996,TXN00040075,P011,S005,2024-08-23,0.14,Flash Sale
PRM0007997,TXN00040081,P011,S005,2024-08-29,0.06,Flash Sale
PRM0007998,TXN00040082,P011,S005,2024-08-30,0.19,Seasonal
PRM0007999,TXN00040098,P011,S005,2024-09-15,0.23,Seasonal
PRM0008000,TXN00040103,P011,S005,2024-09-20,0.15,Seasonal
PRM0008001,TXN00040107,P011,S005,2024-09-24,0.21,Festival
PRM0008002,TXN00040114,P011,S005,2024-10-01,0.39,Festival
PRM0008003,TXN00040120,P011,S005,2024-10-07,0.15,Seasonal
PRM0008004,TXN00040127,P011,S005,2024-10-14,0.16,Festival
PRM0008005,TXN00040140,P011,S005,2024-10-27,0.38,Clearance
PRM0008006,TXN00040150,P011,S005,2024-11-06,0.22,Festival
PRM0008007,TXN00040152,P011,S005,2024-11-08,0.16,Flash Sale
PRM0008008,TXN00040153,P011,S005,2024-11-09,0.17,Festival
PRM0008009,TXN00040162,P011,S005,2024-11-18,0.16,Seasonal
PRM0008010,TXN00040163,P011,S005,2024-11-19,0.26,Clearance
PRM0008011,TXN00040164,P011,S005,2024-11-20,0.11,Clearance
PRM0008012,TXN00040166,P011,S005,2024-11-22,0.24,Seasonal
PRM0008013,TXN00040167,P011,S005,2024-11-23,0.18,Flash Sale
PRM0008014,TXN00040169,P011,S005,2024-11-25,0.3,Flash Sale
PRM0008015,TXN00040175,P011,S005,2024-12-01,0.1,Clearance
PRM0008016,TXN00040184,P011,S005,2024-12-10,0.26,Clearance
PRM0008017,TXN00040185,P011,S005,2024-12-11,0.24,Flash Sale
PRM0008018,TXN00040190,P011,S005,2024-12-16,0.07,Clearance
PRM0008019,TXN00040198,P011,S005,2024-12-24,0.34,Festival
PRM0008020,TXN00040206,P012,S001,2023-01-01,0.28,Festival
PRM0008021,TXN00040211,P012,S001,2023-01-06,0.17,Festival
PRM0008022,TXN00040212,P012,S001,2023-01-07,0.34,Seasonal
PRM0008023,TXN00040218,P012,S001,2023-01-13,0.39,Festival
PRM0008024,TXN00040219,P012,S001,2023-01-14,0.21,Clearance
PRM0008025,TXN00040238,P012,S001,2023-02-02,0.1,Festival
PRM0008026,TXN00040246,P012,S001,2023-02-10,0.27,Festival
PRM0008027,TXN00040249,P012,S001,2023-02-13,0.06,Seasonal
PRM0008028,TXN00040251,P012,S001,2023-02-15,0.37,Clearance
PRM0008029,TXN00040259,P012,S001,2023-02-23,0.17,Flash Sale
PRM0008030,TXN00040261,P012,S001,2023-02-25,0.08,Flash Sale
PRM0008031,TXN00040264,P012,S001,2023-02-28,0.18,Flash Sale
PRM0008032,TXN00040266,P012,S001,2023-03-02,0.35,Clearance
PRM0008033,TXN00040277,P012,S001,2023-03-13,0.23,Flash Sale
PRM0008034,TXN00040280,P012,S001,2023-03-16,0.28,Seasonal
PRM0008035,TXN00040287,P012,S001,2023-03-23,0.08,Clearance
PRM0008036,TXN00040300,P012,S001,2023-04-05,0.15,Flash Sale
PRM0008037,TXN00040303,P012,S001,2023-04-08,0.26,Seasonal
PRM0008038,TXN00040312,P012,S001,2023-04-17,0.17,Clearance
PRM0008039,TXN00040317,P012,S001,2023-04-22,0.38,Seasonal
PRM0008040,TXN00040340,P012,S001,2023-05-15,0.23,Seasonal
PRM0008041,TXN00040354,P012,S001,2023-05-29,0.38,Festival
PRM0008042,TXN00040356,P012,S001,2023-05-31,0.32,Flash Sale
PRM0008043,TXN00040358,P012,S001,2023-06-02,0.25,Seasonal
PRM0008044,TXN00040364,P012,S001,2023-06-08,0.13,Seasonal
PRM0008045,TXN00040368,P012,S001,2023-06-12,0.09,Seasonal
PRM0008046,TXN00040373,P012,S001,2023-06-17,0.27,Festival
PRM0008047,TXN00040377,P012,S001,2023-06-21,0.37,Festival
PRM0008048,TXN00040387,P012,S001,2023-07-01,0.27,Flash Sale
PRM0008049,TXN00040396,P012,S001,2023-07-10,0.38,Seasonal
PRM0008050,TXN00040399,P012,S001,2023-07-13,0.34,Festival
PRM0008051,TXN00040412,P012,S001,2023-07-26,0.06,Flash Sale
PRM0008052,TXN00040428,P012,S001,2023-08-11,0.24,Flash Sale
PRM0008053,TXN00040435,P012,S001,2023-08-18,0.35,Festival
PRM0008054,TXN00040441,P012,S001,2023-08-24,0.28,Festival
PRM0008055,TXN00040442,P012,S001,2023-08-25,0.38,Flash Sale
PRM0008056,TXN00040446,P012,S001,2023-08-29,0.06,Seasonal
PRM0008057,TXN00040449,P012,S001,2023-09-01,0.22,Clearance
PRM0008058,TXN00040450,P012,S001,2023-09-02,0.36,Seasonal
PRM0008059,TXN00040451,P012,S001,2023-09-03,0.32,Festival
PRM0008060,TXN00040452,P012,S001,2023-09-04,0.38,Clearance
PRM0008061,TXN00040464,P012,S001,2023-09-16,0.21,Clearance
PRM0008062,TXN00040469,P012,S001,2023-09-21,0.27,Clearance
PRM0008063,TXN00040471,P012,S001,2023-09-23,0.22,Clearance
PRM0008064,TXN00040485,P012,S001,2023-10-07,0.07,Clearance
PRM0008065,TXN00040487,P012,S001,2023-10-09,0.11,Festival
PRM0008066,TXN00040493,P012,S001,2023-10-15,0.36,Festival
PRM0008067,TXN00040499,P012,S001,2023-10-21,0.4,Seasonal
PRM0008068,TXN00040503,P012,S001,2023-10-25,0.08,Flash Sale
PRM0008069,TXN00040513,P012,S001,2023-11-04,0.34,Flash Sale
PRM0008070,TXN00040515,P012,S001,2023-11-06,0.2,Festival
PRM0008071,TXN00040525,P012,S001,2023-11-16,0.2,Clearance
PRM0008072,TXN00040527,P012,S001,2023-11-18,0.31,Seasonal
PRM0008073,TXN00040530,P012,S001,2023-11-21,0.29,Festival
PRM0008074,TXN00040532,P012,S001,2023-11-23,0.37,Flash Sale
PRM0008075,TXN00040539,P012,S001,2023-11-30,0.08,Flash Sale
PRM0008076,TXN00040545,P012,S001,2023-12-06,0.23,Festival
PRM0008077,TXN00040547,P012,S001,2023-12-08,0.07,Clearance
PRM0008078,TXN00040549,P012,S001,2023-12-10,0.37,Seasonal
PRM0008079,TXN00040552,P012,S001,2023-12-13,0.15,Clearance
PRM0008080,TXN00040554,P012,S001,2023-12-15,0.32,Flash Sale
PRM0008081,TXN00040557,P012,S001,2023-12-18,0.07,Seasonal
PRM0008082,TXN00040558,P012,S001,2023-12-19,0.27,Clearance
PRM0008083,TXN00040586,P012,S001,2024-01-16,0.14,Flash Sale
PRM0008084,TXN00040588,P012,S001,2024-01-18,0.24,Clearance
PRM0008085,TXN00040598,P012,S001,2024-01-28,0.3,Flash Sale
PRM0008086,TXN00040602,P012,S001,2024-02-01,0.17,Seasonal
PRM0008087,TXN00040606,P012,S001,2024-02-05,0.07,Seasonal
PRM0008088,TXN00040608,P012,S001,2024-02-07,0.21,Festival
PRM0008089,TXN00040626,P012,S001,2024-02-25,0.13,Clearance
PRM0008090,TXN00040629,P012,S001,2024-02-28,0.36,Clearance
PRM0008091,TXN00040635,P012,S001,2024-03-05,0.23,Festival
PRM0008092,TXN00040637,P012,S001,2024-03-07,0.18,Clearance
PRM0008093,TXN00040638,P012,S001,2024-03-08,0.25,Seasonal
PRM0008094,TXN00040647,P012,S001,2024-03-17,0.4,Seasonal
PRM0008095,TXN00040659,P012,S001,2024-03-29,0.38,Seasonal
PRM0008096,TXN00040661,P012,S001,2024-03-31,0.29,Seasonal
PRM0008097,TXN00040667,P012,S001,2024-04-06,0.15,Flash Sale
PRM0008098,TXN00040668,P012,S001,2024-04-07,0.27,Clearance
PRM0008099,TXN00040671,P012,S001,2024-04-10,0.28,Seasonal
PRM0008100,TXN00040672,P012,S001,2024-04-11,0.1,Festival
PRM0008101,TXN00040673,P012,S001,2024-04-12,0.27,Festival
PRM0008102,TXN00040677,P012,S001,2024-04-16,0.05,Flash Sale
PRM0008103,TXN00040678,P012,S001,2024-04-17,0.06,Clearance
PRM0008104,TXN00040679,P012,S001,2024-04-18,0.16,Festival
PRM0008105,TXN00040681,P012,S001,2024-04-20,0.12,Seasonal
PRM0008106,TXN00040702,P012,S001,2024-05-11,0.18,Flash Sale
PRM0008107,TXN00040707,P012,S001,2024-05-16,0.39,Clearance
PRM0008108,TXN00040712,P012,S001,2024-05-21,0.15,Seasonal
PRM0008109,TXN00040715,P012,S001,2024-05-24,0.18,Clearance
PRM0008110,TXN00040717,P012,S001,2024-05-26,0.21,Clearance
PRM0008111,TXN00040720,P012,S001,2024-05-29,0.2,Clearance
PRM0008112,TXN00040738,P012,S001,2024-06-16,0.2,Clearance
PRM0008113,TXN00040752,P012,S001,2024-06-30,0.24,Festival
PRM0008114,TXN00040756,P012,S001,2024-07-04,0.34,Seasonal
PRM0008115,TXN00040761,P012,S001,2024-07-09,0.21,Clearance
PRM0008116,TXN00040769,P012,S001,2024-07-17,0.08,Flash Sale
PRM0008117,TXN00040771,P012,S001,2024-07-19,0.13,Clearance
PRM0008118,TXN00040781,P012,S001,2024-07-29,0.39,Festival
PRM0008119,TXN00040785,P012,S001,2024-08-02,0.2,Clearance
PRM0008120,TXN00040790,P012,S001,2024-08-07,0.14,Flash Sale
PRM0008121,TXN00040792,P012,S001,2024-08-09,0.36,Clearance
PRM0008122,TXN00040802,P012,S001,2024-08-19,0.1,Festival
PRM0008123,TXN00040813,P012,S001,2024-08-30,0.3,Flash Sale
PRM0008124,TXN00040836,P012,S001,2024-09-22,0.2,Clearance
PRM0008125,TXN00040839,P012,S001,2024-09-25,0.3,Clearance
PRM0008126,TXN00040842,P012,S001,2024-09-28,0.3,Clearance
PRM0008127,TXN00040849,P012,S001,2024-10-05,0.25,Seasonal
PRM0008128,TXN00040855,P012,S001,2024-10-11,0.11,Festival
PRM0008129,TXN00040858,P012,S001,2024-10-14,0.36,Clearance
PRM0008130,TXN00040863,P012,S001,2024-10-19,0.34,Flash Sale
PRM0008131,TXN00040864,P012,S001,2024-10-20,0.27,Flash Sale
PRM0008132,TXN00040867,P012,S001,2024-10-23,0.33,Clearance
PRM0008133,TXN00040889,P012,S001,2024-11-14,0.07,Flash Sale
PRM0008134,TXN00040890,P012,S001,2024-11-15,0.26,Clearance
PRM0008135,TXN00040898,P012,S001,2024-11-23,0.28,Flash Sale
PRM0008136,TXN00040904,P012,S001,2024-11-29,0.15,Seasonal
PRM0008137,TXN00040905,P012,S001,2024-11-30,0.34,Seasonal
PRM0008138,TXN00040907,P012,S001,2024-12-02,0.09,Flash Sale
PRM0008139,TXN00040912,P012,S001,2024-12-07,0.37,Seasonal
PRM0008140,TXN00040914,P012,S001,2024-12-09,0.06,Seasonal
PRM0008141,TXN00040915,P012,S001,2024-12-10,0.14,Clearance
PRM0008142,TXN00040917,P012,S001,2024-12-12,0.18,Flash Sale
PRM0008143,TXN00040919,P012,S001,2024-12-14,0.18,Flash Sale
PRM0008144,TXN00040931,P012,S001,2024-12-26,0.1,Flash Sale
PRM0008145,TXN00040955,P012,S002,2023-01-19,0.34,Festival
PRM0008146,TXN00040962,P012,S002,2023-01-26,0.36,Flash Sale
PRM0008147,TXN00040964,P012,S002,2023-01-28,0.06,Seasonal
PRM0008148,TXN00040972,P012,S002,2023-02-05,0.15,Clearance
PRM0008149,TXN00040973,P012,S002,2023-02-06,0.24,Flash Sale
PRM0008150,TXN00040976,P012,S002,2023-02-09,0.09,Clearance
PRM0008151,TXN00040977,P012,S002,2023-02-10,0.35,Seasonal
PRM0008152,TXN00040978,P012,S002,2023-02-11,0.33,Clearance
PRM0008153,TXN00040979,P012,S002,2023-02-12,0.23,Clearance
PRM0008154,TXN00040981,P012,S002,2023-02-14,0.06,Festival
PRM0008155,TXN00040983,P012,S002,2023-02-16,0.19,Clearance
PRM0008156,TXN00040989,P012,S002,2023-02-22,0.38,Flash Sale
PRM0008157,TXN00040991,P012,S002,2023-02-24,0.39,Flash Sale
PRM0008158,TXN00040994,P012,S002,2023-02-27,0.27,Seasonal
PRM0008159,TXN00040995,P012,S002,2023-02-28,0.39,Festival
PRM0008160,TXN00041002,P012,S002,2023-03-07,0.19,Flash Sale
PRM0008161,TXN00041004,P012,S002,2023-03-09,0.4,Seasonal
PRM0008162,TXN00041009,P012,S002,2023-03-14,0.12,Clearance
PRM0008163,TXN00041010,P012,S002,2023-03-15,0.2,Clearance
PRM0008164,TXN00041012,P012,S002,2023-03-17,0.17,Clearance
PRM0008165,TXN00041013,P012,S002,2023-03-18,0.34,Festival
PRM0008166,TXN00041023,P012,S002,2023-03-28,0.06,Flash Sale
PRM0008167,TXN00041026,P012,S002,2023-03-31,0.1,Flash Sale
